nd_id,nd_2_id,ca_id,mt_id,cap_trme_leg,cap_trmi_leg
1,3,0,7,1100.0,3000.0
1,3,0,8,1100.0,3000.0
1,3,0,9,1100.0,3200.0
1,3,0,10,1100.0,3200.0
1,3,0,11,1100.0,3200.0
1,4,0,0,3988.0,1810.0
1,4,0,1,3988.0,1810.0
1,4,0,2,3988.0,1810.0
1,4,0,3,2744.0,1660.0
1,4,0,4,2744.0,1660.0
1,4,0,5,2744.0,1660.0
1,4,0,6,2427.0,1440.0
1,4,0,7,2427.0,1440.0
1,4,0,8,2427.0,1440.0
1,4,0,9,3399.0,1810.0
1,4,0,10,3399.0,1810.0
1,4,0,11,3399.0,1810.0
1,5,0,0,1106.9754917164698,1106.9754917164698
1,5,0,1,1106.9754917164698,1106.9754917164698
1,5,0,2,1106.9754917164698,1106.9754917164698
1,5,0,3,1106.9754917164698,1106.9754917164698
1,5,0,4,1106.9754917164698,1106.9754917164698
1,5,0,5,1106.9754917164698,1106.9754917164698
1,5,0,6,1106.9754917164698,1106.9754917164698
1,5,0,7,1106.9754917164698,1106.9754917164698
1,5,0,8,1106.9754917164698,1106.9754917164698
1,5,0,9,1106.9754917164698,1106.9754917164698
1,5,0,10,1106.9754917164698,1106.9754917164698
1,5,0,11,1106.9754917164698,1106.9754917164698
1,8,0,0,39.9955722831865,39.9955722831865
1,8,0,1,39.9955722831865,39.9955722831865
1,8,0,2,39.9955722831865,39.9955722831865
1,8,0,3,39.9955722831865,39.9955722831865
1,8,0,4,39.9955722831865,39.9955722831865
1,8,0,5,39.9955722831865,39.9955722831865
1,8,0,6,39.9955722831865,39.9955722831865
1,8,0,7,39.9955722831865,39.9955722831865
1,8,0,8,39.9955722831865,39.9955722831865
1,8,0,9,39.9955722831865,39.9955722831865
1,8,0,10,39.9955722831865,39.9955722831865
1,8,0,11,39.9955722831865,39.9955722831865
1,9,0,0,154.349109937931,154.349109937931
1,9,0,1,154.349109937931,154.349109937931
1,9,0,2,154.349109937931,154.349109937931
1,9,0,3,154.349109937931,154.349109937931
1,9,0,4,154.349109937931,154.349109937931
1,9,0,5,154.349109937931,154.349109937931
1,9,0,6,154.349109937931,154.349109937931
1,9,0,7,154.349109937931,154.349109937931
1,9,0,8,154.349109937931,154.349109937931
1,9,0,9,154.349109937931,154.349109937931
1,9,0,10,154.349109937931,154.349109937931
1,9,0,11,154.349109937931,154.349109937931
1,10,0,0,121.676670608004,121.676670608004
1,10,0,1,121.676670608004,121.676670608004
1,10,0,2,121.676670608004,121.676670608004
1,10,0,3,121.676670608004,121.676670608004
1,10,0,4,121.676670608004,121.676670608004
1,10,0,5,121.676670608004,121.676670608004
1,10,0,6,121.676670608004,121.676670608004
1,10,0,7,121.676670608004,121.676670608004
1,10,0,8,121.676670608004,121.676670608004
1,10,0,9,121.676670608004,121.676670608004
1,10,0,10,121.676670608004,121.676670608004
1,10,0,11,121.676670608004,121.676670608004
1,11,0,0,247.296566652379,247.296566652379
1,11,0,1,247.296566652379,247.296566652379
1,11,0,2,247.296566652379,247.296566652379
1,11,0,3,247.296566652379,247.296566652379
1,11,0,4,247.296566652379,247.296566652379
1,11,0,5,247.296566652379,247.296566652379
1,11,0,6,247.296566652379,247.296566652379
1,11,0,7,247.296566652379,247.296566652379
1,11,0,8,247.296566652379,247.296566652379
1,11,0,9,247.296566652379,247.296566652379
1,11,0,10,247.296566652379,247.296566652379
1,11,0,11,247.296566652379,247.296566652379
1,20,0,0,331.284404008279,331.284404008279
1,20,0,1,331.284404008279,331.284404008279
1,20,0,2,331.284404008279,331.284404008279
1,20,0,3,331.284404008279,331.284404008279
1,20,0,4,331.284404008279,331.284404008279
1,20,0,5,331.284404008279,331.284404008279
1,20,0,6,331.284404008279,331.284404008279
1,20,0,7,331.284404008279,331.284404008279
1,20,0,8,331.284404008279,331.284404008279
1,20,0,9,331.284404008279,331.284404008279
1,20,0,10,331.284404008279,331.284404008279
1,20,0,11,331.284404008279,331.284404008279
1,23,0,0,385.754885134074,385.754885134074
1,23,0,1,385.754885134074,385.754885134074
1,23,0,2,385.754885134074,385.754885134074
1,23,0,3,385.754885134074,385.754885134074
1,23,0,4,385.754885134074,385.754885134074
1,23,0,5,385.754885134074,385.754885134074
1,23,0,6,385.754885134074,385.754885134074
1,23,0,7,385.754885134074,385.754885134074
1,23,0,8,385.754885134074,385.754885134074
1,23,0,9,385.754885134074,385.754885134074
1,23,0,10,385.754885134074,385.754885134074
1,23,0,11,385.754885134074,385.754885134074
1,24,0,0,307.62731346134996,307.62731346134996
1,24,0,1,307.62731346134996,307.62731346134996
1,24,0,2,307.62731346134996,307.62731346134996
1,24,0,3,307.62731346134996,307.62731346134996
1,24,0,4,307.62731346134996,307.62731346134996
1,24,0,5,307.62731346134996,307.62731346134996
1,24,0,6,307.62731346134996,307.62731346134996
1,24,0,7,307.62731346134996,307.62731346134996
1,24,0,8,307.62731346134996,307.62731346134996
1,24,0,9,307.62731346134996,307.62731346134996
1,24,0,10,307.62731346134996,307.62731346134996
1,24,0,11,307.62731346134996,307.62731346134996
1,25,0,0,203.131686349082,203.131686349082
1,25,0,1,203.131686349082,203.131686349082
1,25,0,2,203.131686349082,203.131686349082
1,25,0,3,203.131686349082,203.131686349082
1,25,0,4,203.131686349082,203.131686349082
1,25,0,5,203.131686349082,203.131686349082
1,25,0,6,203.131686349082,203.131686349082
1,25,0,7,203.131686349082,203.131686349082
1,25,0,8,203.131686349082,203.131686349082
1,25,0,9,203.131686349082,203.131686349082
1,25,0,10,203.131686349082,203.131686349082
1,25,0,11,203.131686349082,203.131686349082
1,26,0,0,81.057355610451,81.057355610451
1,26,0,1,81.057355610451,81.057355610451
1,26,0,2,81.057355610451,81.057355610451
1,26,0,3,81.057355610451,81.057355610451
1,26,0,4,81.057355610451,81.057355610451
1,26,0,5,81.057355610451,81.057355610451
1,26,0,6,81.057355610451,81.057355610451
1,26,0,7,81.057355610451,81.057355610451
1,26,0,8,81.057355610451,81.057355610451
1,26,0,9,81.057355610451,81.057355610451
1,26,0,10,81.057355610451,81.057355610451
1,26,0,11,81.057355610451,81.057355610451
1,6,0,0,1092.6336561174198,1092.6336561174198
1,6,0,1,1092.6336561174198,1092.6336561174198
1,6,0,2,1092.6336561174198,1092.6336561174198
1,6,0,3,1092.6336561174198,1092.6336561174198
1,6,0,4,1092.6336561174198,1092.6336561174198
1,6,0,5,1092.6336561174198,1092.6336561174198
1,6,0,6,1092.6336561174198,1092.6336561174198
1,6,0,7,1092.6336561174198,1092.6336561174198
1,6,0,8,1092.6336561174198,1092.6336561174198
1,6,0,9,1092.6336561174198,1092.6336561174198
1,6,0,10,1092.6336561174198,1092.6336561174198
1,6,0,11,1092.6336561174198,1092.6336561174198
1,12,0,0,444.07935474394685,444.07935474394685
1,12,0,1,444.07935474394685,444.07935474394685
1,12,0,2,444.07935474394685,444.07935474394685
1,12,0,3,444.07935474394685,444.07935474394685
1,12,0,4,444.07935474394685,444.07935474394685
1,12,0,5,444.07935474394685,444.07935474394685
1,12,0,6,444.07935474394685,444.07935474394685
1,12,0,7,444.07935474394685,444.07935474394685
1,12,0,8,444.07935474394685,444.07935474394685
1,12,0,9,444.07935474394685,444.07935474394685
1,12,0,10,444.07935474394685,444.07935474394685
1,12,0,11,444.07935474394685,444.07935474394685
1,13,0,0,195.08121764689997,195.08121764689997
1,13,0,1,195.08121764689997,195.08121764689997
1,13,0,2,195.08121764689997,195.08121764689997
1,13,0,3,195.08121764689997,195.08121764689997
1,13,0,4,195.08121764689997,195.08121764689997
1,13,0,5,195.08121764689997,195.08121764689997
1,13,0,6,195.08121764689997,195.08121764689997
1,13,0,7,195.08121764689997,195.08121764689997
1,13,0,8,195.08121764689997,195.08121764689997
1,13,0,9,195.08121764689997,195.08121764689997
1,13,0,10,195.08121764689997,195.08121764689997
1,13,0,11,195.08121764689997,195.08121764689997
1,14,0,0,326.442439579988,326.442439579988
1,14,0,1,326.442439579988,326.442439579988
1,14,0,2,326.442439579988,326.442439579988
1,14,0,3,326.442439579988,326.442439579988
1,14,0,4,326.442439579988,326.442439579988
1,14,0,5,326.442439579988,326.442439579988
1,14,0,6,326.442439579988,326.442439579988
1,14,0,7,326.442439579988,326.442439579988
1,14,0,8,326.442439579988,326.442439579988
1,14,0,9,326.442439579988,326.442439579988
1,14,0,10,326.442439579988,326.442439579988
1,14,0,11,326.442439579988,326.442439579988
1,15,0,0,14.7046143954949,14.7046143954949
1,15,0,1,14.7046143954949,14.7046143954949
1,15,0,2,14.7046143954949,14.7046143954949
1,15,0,3,14.7046143954949,14.7046143954949
1,15,0,4,14.7046143954949,14.7046143954949
1,15,0,5,14.7046143954949,14.7046143954949
1,15,0,6,14.7046143954949,14.7046143954949
1,15,0,7,14.7046143954949,14.7046143954949
1,15,0,8,14.7046143954949,14.7046143954949
1,15,0,9,14.7046143954949,14.7046143954949
1,15,0,10,14.7046143954949,14.7046143954949
1,15,0,11,14.7046143954949,14.7046143954949
1,21,0,0,428.847768755644,428.847768755644
1,21,0,1,428.847768755644,428.847768755644
1,21,0,2,428.847768755644,428.847768755644
1,21,0,3,428.847768755644,428.847768755644
1,21,0,4,428.847768755644,428.847768755644
1,21,0,5,428.847768755644,428.847768755644
1,21,0,6,428.847768755644,428.847768755644
1,21,0,7,428.847768755644,428.847768755644
1,21,0,8,428.847768755644,428.847768755644
1,21,0,9,428.847768755644,428.847768755644
1,21,0,10,428.847768755644,428.847768755644
1,21,0,11,428.847768755644,428.847768755644
1,27,0,0,369.608810393042,369.608810393042
1,27,0,1,369.608810393042,369.608810393042
1,27,0,2,369.608810393042,369.608810393042
1,27,0,3,369.608810393042,369.608810393042
1,27,0,4,369.608810393042,369.608810393042
1,27,0,5,369.608810393042,369.608810393042
1,27,0,6,369.608810393042,369.608810393042
1,27,0,7,369.608810393042,369.608810393042
1,27,0,8,369.608810393042,369.608810393042
1,27,0,9,369.608810393042,369.608810393042
1,27,0,10,369.608810393042,369.608810393042
1,27,0,11,369.608810393042,369.608810393042
1,28,0,0,251.841297277612,251.841297277612
1,28,0,1,251.841297277612,251.841297277612
1,28,0,2,251.841297277612,251.841297277612
1,28,0,3,251.841297277612,251.841297277612
1,28,0,4,251.841297277612,251.841297277612
1,28,0,5,251.841297277612,251.841297277612
1,28,0,6,251.841297277612,251.841297277612
1,28,0,7,251.841297277612,251.841297277612
1,28,0,8,251.841297277612,251.841297277612
1,28,0,9,251.841297277612,251.841297277612
1,28,0,10,251.841297277612,251.841297277612
1,28,0,11,251.841297277612,251.841297277612
1,29,0,0,80.62545128671741,80.62545128671741
1,29,0,1,80.62545128671741,80.62545128671741
1,29,0,2,80.62545128671741,80.62545128671741
1,29,0,3,80.62545128671741,80.62545128671741
1,29,0,4,80.62545128671741,80.62545128671741
1,29,0,5,80.62545128671741,80.62545128671741
1,29,0,6,80.62545128671741,80.62545128671741
1,29,0,7,80.62545128671741,80.62545128671741
1,29,0,8,80.62545128671741,80.62545128671741
1,29,0,9,80.62545128671741,80.62545128671741
1,29,0,10,80.62545128671741,80.62545128671741
1,29,0,11,80.62545128671741,80.62545128671741
1,30,0,0,204.73429203144002,204.73429203144002
1,30,0,1,204.73429203144002,204.73429203144002
1,30,0,2,204.73429203144002,204.73429203144002
1,30,0,3,204.73429203144002,204.73429203144002
1,30,0,4,204.73429203144002,204.73429203144002
1,30,0,5,204.73429203144002,204.73429203144002
1,30,0,6,204.73429203144002,204.73429203144002
1,30,0,7,204.73429203144002,204.73429203144002
1,30,0,8,204.73429203144002,204.73429203144002
1,30,0,9,204.73429203144002,204.73429203144002
1,30,0,10,204.73429203144002,204.73429203144002
1,30,0,11,204.73429203144002,204.73429203144002
1,7,0,0,1757.0292616259399,1757.0292616259399
1,7,0,1,1757.0292616259399,1757.0292616259399
1,7,0,2,1757.0292616259399,1757.0292616259399
1,7,0,3,1757.0292616259399,1757.0292616259399
1,7,0,4,1757.0292616259399,1757.0292616259399
1,7,0,5,1757.0292616259399,1757.0292616259399
1,7,0,6,1757.0292616259399,1757.0292616259399
1,7,0,7,1757.0292616259399,1757.0292616259399
1,7,0,8,1757.0292616259399,1757.0292616259399
1,7,0,9,1757.0292616259399,1757.0292616259399
1,7,0,10,1757.0292616259399,1757.0292616259399
1,7,0,11,1757.0292616259399,1757.0292616259399
1,16,0,0,783.83928656883,783.83928656883
1,16,0,1,783.83928656883,783.83928656883
1,16,0,2,783.83928656883,783.83928656883
1,16,0,3,783.83928656883,783.83928656883
1,16,0,4,783.83928656883,783.83928656883
1,16,0,5,783.83928656883,783.83928656883
1,16,0,6,783.83928656883,783.83928656883
1,16,0,7,783.83928656883,783.83928656883
1,16,0,8,783.83928656883,783.83928656883
1,16,0,9,783.83928656883,783.83928656883
1,16,0,10,783.83928656883,783.83928656883
1,16,0,11,783.83928656883,783.83928656883
1,17,0,0,59.2321879019267,59.2321879019267
1,17,0,1,59.2321879019267,59.2321879019267
1,17,0,2,59.2321879019267,59.2321879019267
1,17,0,3,59.2321879019267,59.2321879019267
1,17,0,4,59.2321879019267,59.2321879019267
1,17,0,5,59.2321879019267,59.2321879019267
1,17,0,6,59.2321879019267,59.2321879019267
1,17,0,7,59.2321879019267,59.2321879019267
1,17,0,8,59.2321879019267,59.2321879019267
1,17,0,9,59.2321879019267,59.2321879019267
1,17,0,10,59.2321879019267,59.2321879019267
1,17,0,11,59.2321879019267,59.2321879019267
1,18,0,0,939.817381377237,939.817381377237
1,18,0,1,939.817381377237,939.817381377237
1,18,0,2,939.817381377237,939.817381377237
1,18,0,3,939.817381377237,939.817381377237
1,18,0,4,939.817381377237,939.817381377237
1,18,0,5,939.817381377237,939.817381377237
1,18,0,6,939.817381377237,939.817381377237
1,18,0,7,939.817381377237,939.817381377237
1,18,0,8,939.817381377237,939.817381377237
1,18,0,9,939.817381377237,939.817381377237
1,18,0,10,939.817381377237,939.817381377237
1,18,0,11,939.817381377237,939.817381377237
1,19,0,0,191.517407549563,191.517407549563
1,19,0,1,191.517407549563,191.517407549563
1,19,0,2,191.517407549563,191.517407549563
1,19,0,3,191.517407549563,191.517407549563
1,19,0,4,191.517407549563,191.517407549563
1,19,0,5,191.517407549563,191.517407549563
1,19,0,6,191.517407549563,191.517407549563
1,19,0,7,191.517407549563,191.517407549563
1,19,0,8,191.517407549563,191.517407549563
1,19,0,9,191.517407549563,191.517407549563
1,19,0,10,191.517407549563,191.517407549563
1,19,0,11,191.517407549563,191.517407549563
1,22,0,0,3036.37343433745,3036.37343433745
1,22,0,1,3036.37343433745,3036.37343433745
1,22,0,2,3036.37343433745,3036.37343433745
1,22,0,3,3036.37343433745,3036.37343433745
1,22,0,4,3036.37343433745,3036.37343433745
1,22,0,5,3036.37343433745,3036.37343433745
1,22,0,6,3036.37343433745,3036.37343433745
1,22,0,7,3036.37343433745,3036.37343433745
1,22,0,8,3036.37343433745,3036.37343433745
1,22,0,9,3036.37343433745,3036.37343433745
1,22,0,10,3036.37343433745,3036.37343433745
1,22,0,11,3036.37343433745,3036.37343433745
1,31,0,0,30.56644125969,30.56644125969
1,31,0,1,30.56644125969,30.56644125969
1,31,0,2,30.56644125969,30.56644125969
1,31,0,3,30.56644125969,30.56644125969
1,31,0,4,30.56644125969,30.56644125969
1,31,0,5,30.56644125969,30.56644125969
1,31,0,6,30.56644125969,30.56644125969
1,31,0,7,30.56644125969,30.56644125969
1,31,0,8,30.56644125969,30.56644125969
1,31,0,9,30.56644125969,30.56644125969
1,31,0,10,30.56644125969,30.56644125969
1,31,0,11,30.56644125969,30.56644125969
1,32,0,0,147.189170988969,147.189170988969
1,32,0,1,147.189170988969,147.189170988969
1,32,0,2,147.189170988969,147.189170988969
1,32,0,3,147.189170988969,147.189170988969
1,32,0,4,147.189170988969,147.189170988969
1,32,0,5,147.189170988969,147.189170988969
1,32,0,6,147.189170988969,147.189170988969
1,32,0,7,147.189170988969,147.189170988969
1,32,0,8,147.189170988969,147.189170988969
1,32,0,9,147.189170988969,147.189170988969
1,32,0,10,147.189170988969,147.189170988969
1,32,0,11,147.189170988969,147.189170988969
1,33,0,0,213.02458293291699,213.02458293291699
1,33,0,1,213.02458293291699,213.02458293291699
1,33,0,2,213.02458293291699,213.02458293291699
1,33,0,3,213.02458293291699,213.02458293291699
1,33,0,4,213.02458293291699,213.02458293291699
1,33,0,5,213.02458293291699,213.02458293291699
1,33,0,6,213.02458293291699,213.02458293291699
1,33,0,7,213.02458293291699,213.02458293291699
1,33,0,8,213.02458293291699,213.02458293291699
1,33,0,9,213.02458293291699,213.02458293291699
1,33,0,10,213.02458293291699,213.02458293291699
1,33,0,11,213.02458293291699,213.02458293291699
1,34,0,0,79.4727472751941,79.4727472751941
1,34,0,1,79.4727472751941,79.4727472751941
1,34,0,2,79.4727472751941,79.4727472751941
1,34,0,3,79.4727472751941,79.4727472751941
1,34,0,4,79.4727472751941,79.4727472751941
1,34,0,5,79.4727472751941,79.4727472751941
1,34,0,6,79.4727472751941,79.4727472751941
1,34,0,7,79.4727472751941,79.4727472751941
1,34,0,8,79.4727472751941,79.4727472751941
1,34,0,9,79.4727472751941,79.4727472751941
1,34,0,10,79.4727472751941,79.4727472751941
1,34,0,11,79.4727472751941,79.4727472751941
23,47,0,0,1000000000.0,0.0
24,48,0,0,1000000000.0,0.0
25,49,0,0,1000000000.0,0.0
26,50,0,0,1000000000.0,0.0
27,51,0,0,1000000000.0,0.0
28,52,0,0,1000000000.0,0.0
29,53,0,0,1000000000.0,0.0
30,54,0,0,1000000000.0,0.0
31,55,0,0,1000000000.0,0.0
32,56,0,0,1000000000.0,0.0
33,57,0,0,1000000000.0,0.0
34,58,0,0,1000000000.0,0.0
8,35,0,0,1000000000.0,0.0
9,36,0,0,1000000000.0,0.0
10,37,0,0,1000000000.0,0.0
11,38,0,0,1000000000.0,0.0
12,39,0,0,1000000000.0,0.0
13,40,0,0,1000000000.0,0.0
14,41,0,0,1000000000.0,0.0
15,42,0,0,1000000000.0,0.0
16,43,0,0,1000000000.0,0.0
17,44,0,0,1000000000.0,0.0
18,45,0,0,1000000000.0,0.0
19,46,0,0,1000000000.0,0.0
23,47,0,1,1000000000.0,0.0
24,48,0,1,1000000000.0,0.0
25,49,0,1,1000000000.0,0.0
26,50,0,1,1000000000.0,0.0
27,51,0,1,1000000000.0,0.0
28,52,0,1,1000000000.0,0.0
29,53,0,1,1000000000.0,0.0
30,54,0,1,1000000000.0,0.0
31,55,0,1,1000000000.0,0.0
32,56,0,1,1000000000.0,0.0
33,57,0,1,1000000000.0,0.0
34,58,0,1,1000000000.0,0.0
8,35,0,1,1000000000.0,0.0
9,36,0,1,1000000000.0,0.0
10,37,0,1,1000000000.0,0.0
11,38,0,1,1000000000.0,0.0
12,39,0,1,1000000000.0,0.0
13,40,0,1,1000000000.0,0.0
14,41,0,1,1000000000.0,0.0
15,42,0,1,1000000000.0,0.0
16,43,0,1,1000000000.0,0.0
17,44,0,1,1000000000.0,0.0
18,45,0,1,1000000000.0,0.0
19,46,0,1,1000000000.0,0.0
23,47,0,2,1000000000.0,0.0
24,48,0,2,1000000000.0,0.0
25,49,0,2,1000000000.0,0.0
26,50,0,2,1000000000.0,0.0
27,51,0,2,1000000000.0,0.0
28,52,0,2,1000000000.0,0.0
29,53,0,2,1000000000.0,0.0
30,54,0,2,1000000000.0,0.0
31,55,0,2,1000000000.0,0.0
32,56,0,2,1000000000.0,0.0
33,57,0,2,1000000000.0,0.0
34,58,0,2,1000000000.0,0.0
8,35,0,2,1000000000.0,0.0
9,36,0,2,1000000000.0,0.0
10,37,0,2,1000000000.0,0.0
11,38,0,2,1000000000.0,0.0
12,39,0,2,1000000000.0,0.0
13,40,0,2,1000000000.0,0.0
14,41,0,2,1000000000.0,0.0
15,42,0,2,1000000000.0,0.0
16,43,0,2,1000000000.0,0.0
17,44,0,2,1000000000.0,0.0
18,45,0,2,1000000000.0,0.0
19,46,0,2,1000000000.0,0.0
23,47,0,3,1000000000.0,0.0
24,48,0,3,1000000000.0,0.0
25,49,0,3,1000000000.0,0.0
26,50,0,3,1000000000.0,0.0
27,51,0,3,1000000000.0,0.0
28,52,0,3,1000000000.0,0.0
29,53,0,3,1000000000.0,0.0
30,54,0,3,1000000000.0,0.0
31,55,0,3,1000000000.0,0.0
32,56,0,3,1000000000.0,0.0
33,57,0,3,1000000000.0,0.0
34,58,0,3,1000000000.0,0.0
8,35,0,3,1000000000.0,0.0
9,36,0,3,1000000000.0,0.0
10,37,0,3,1000000000.0,0.0
11,38,0,3,1000000000.0,0.0
12,39,0,3,1000000000.0,0.0
13,40,0,3,1000000000.0,0.0
14,41,0,3,1000000000.0,0.0
15,42,0,3,1000000000.0,0.0
16,43,0,3,1000000000.0,0.0
17,44,0,3,1000000000.0,0.0
18,45,0,3,1000000000.0,0.0
19,46,0,3,1000000000.0,0.0
23,47,0,4,1000000000.0,0.0
24,48,0,4,1000000000.0,0.0
25,49,0,4,1000000000.0,0.0
26,50,0,4,1000000000.0,0.0
27,51,0,4,1000000000.0,0.0
28,52,0,4,1000000000.0,0.0
29,53,0,4,1000000000.0,0.0
30,54,0,4,1000000000.0,0.0
31,55,0,4,1000000000.0,0.0
32,56,0,4,1000000000.0,0.0
33,57,0,4,1000000000.0,0.0
34,58,0,4,1000000000.0,0.0
8,35,0,4,1000000000.0,0.0
9,36,0,4,1000000000.0,0.0
10,37,0,4,1000000000.0,0.0
11,38,0,4,1000000000.0,0.0
12,39,0,4,1000000000.0,0.0
13,40,0,4,1000000000.0,0.0
14,41,0,4,1000000000.0,0.0
15,42,0,4,1000000000.0,0.0
16,43,0,4,1000000000.0,0.0
17,44,0,4,1000000000.0,0.0
18,45,0,4,1000000000.0,0.0
19,46,0,4,1000000000.0,0.0
23,47,0,5,1000000000.0,0.0
24,48,0,5,1000000000.0,0.0
25,49,0,5,1000000000.0,0.0
26,50,0,5,1000000000.0,0.0
27,51,0,5,1000000000.0,0.0
28,52,0,5,1000000000.0,0.0
29,53,0,5,1000000000.0,0.0
30,54,0,5,1000000000.0,0.0
31,55,0,5,1000000000.0,0.0
32,56,0,5,1000000000.0,0.0
33,57,0,5,1000000000.0,0.0
34,58,0,5,1000000000.0,0.0
8,35,0,5,1000000000.0,0.0
9,36,0,5,1000000000.0,0.0
10,37,0,5,1000000000.0,0.0
11,38,0,5,1000000000.0,0.0
12,39,0,5,1000000000.0,0.0
13,40,0,5,1000000000.0,0.0
14,41,0,5,1000000000.0,0.0
15,42,0,5,1000000000.0,0.0
16,43,0,5,1000000000.0,0.0
17,44,0,5,1000000000.0,0.0
18,45,0,5,1000000000.0,0.0
19,46,0,5,1000000000.0,0.0
23,47,0,6,1000000000.0,0.0
24,48,0,6,1000000000.0,0.0
25,49,0,6,1000000000.0,0.0
26,50,0,6,1000000000.0,0.0
27,51,0,6,1000000000.0,0.0
28,52,0,6,1000000000.0,0.0
29,53,0,6,1000000000.0,0.0
30,54,0,6,1000000000.0,0.0
31,55,0,6,1000000000.0,0.0
32,56,0,6,1000000000.0,0.0
33,57,0,6,1000000000.0,0.0
34,58,0,6,1000000000.0,0.0
8,35,0,6,1000000000.0,0.0
9,36,0,6,1000000000.0,0.0
10,37,0,6,1000000000.0,0.0
11,38,0,6,1000000000.0,0.0
12,39,0,6,1000000000.0,0.0
13,40,0,6,1000000000.0,0.0
14,41,0,6,1000000000.0,0.0
15,42,0,6,1000000000.0,0.0
16,43,0,6,1000000000.0,0.0
17,44,0,6,1000000000.0,0.0
18,45,0,6,1000000000.0,0.0
19,46,0,6,1000000000.0,0.0
23,47,0,7,1000000000.0,0.0
24,48,0,7,1000000000.0,0.0
25,49,0,7,1000000000.0,0.0
26,50,0,7,1000000000.0,0.0
27,51,0,7,1000000000.0,0.0
28,52,0,7,1000000000.0,0.0
29,53,0,7,1000000000.0,0.0
30,54,0,7,1000000000.0,0.0
31,55,0,7,1000000000.0,0.0
32,56,0,7,1000000000.0,0.0
33,57,0,7,1000000000.0,0.0
34,58,0,7,1000000000.0,0.0
8,35,0,7,1000000000.0,0.0
9,36,0,7,1000000000.0,0.0
10,37,0,7,1000000000.0,0.0
11,38,0,7,1000000000.0,0.0
12,39,0,7,1000000000.0,0.0
13,40,0,7,1000000000.0,0.0
14,41,0,7,1000000000.0,0.0
15,42,0,7,1000000000.0,0.0
16,43,0,7,1000000000.0,0.0
17,44,0,7,1000000000.0,0.0
18,45,0,7,1000000000.0,0.0
19,46,0,7,1000000000.0,0.0
23,47,0,8,1000000000.0,0.0
24,48,0,8,1000000000.0,0.0
25,49,0,8,1000000000.0,0.0
26,50,0,8,1000000000.0,0.0
27,51,0,8,1000000000.0,0.0
28,52,0,8,1000000000.0,0.0
29,53,0,8,1000000000.0,0.0
30,54,0,8,1000000000.0,0.0
31,55,0,8,1000000000.0,0.0
32,56,0,8,1000000000.0,0.0
33,57,0,8,1000000000.0,0.0
34,58,0,8,1000000000.0,0.0
8,35,0,8,1000000000.0,0.0
