fl_id,nd_id,ca_id,pricesll_pf_id,pricebuy_pf_id,is_chp,erg_inp,erg_inp_yr2020,erg_inp_yr2025,erg_inp_yr2030,erg_inp_yr2035,erg_inp_yr2040,erg_inp_yr2045,erg_inp_yr2050,vc_fl,vc_fl_yr2020,vc_fl_yr2025,vc_fl_yr2030,vc_fl_yr2035,vc_fl_yr2040,vc_fl_yr2045,vc_fl_yr2050
15,0,0,,,,2423148.98380058,2974980.25069992,2924886.91373594,3111586.35722865,3085255.27034922,3952287.95100687,3793068.08199888,3236918.62488315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,1,0,,,,195450.8442,809146.803230768,1724307.44389069,2477969.14796356,2704067.65918542,2800967.02113765,2844033.40422753,2854800.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,2,0,,,,40784295.0,40784295.0,40784295.0,40784295.0,40784295.0,40784295.0,40784295.0,40784295.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,3,0,,,,7287700.5,12384403.6067745,14106325.520514,14684311.7698053,14810066.3830914,15013638.8114069,15398314.2467793,15559796.0443958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,4,0,,,,16630857.0,20810235.4886864,21208929.3079825,20964976.1347989,21515322.2897355,26329836.4917528,26376601.8705101,26062628.0052601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,0,,,,3837415.22291967,4519671.39325486,3036771.11199493,3010198.1130111,82034.5099703615,75421.920645173,27579.4840481101,27030.7803131892,10.8351179180115,16.5510739918323,20.4892527167409,24.521702625968,26.0217928464374,27.0534731198238,28.0845641983083,28.8351985034449
0,2,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45150924786796,16.5510739918323,20.4892527167409,24.521702625968,26.0217928464374,27.0534731198238,28.0845641983083,28.8351985034449
0,3,0,,,,8070642.08243921,8334656.99163669,330600.454344579,62797.3122718083,0.0,0.0,0.0,0.0,10.8351179180115,16.5510739918323,20.4892527167409,24.521702625968,26.0217928464374,27.0534731198238,28.0845641983083,28.8351985034449
0,4,0,,,,53853059.9622313,61453986.1824939,41260345.3881933,40870902.5386653,35456963.9775084,9028727.20275576,8421435.12008237,0.0,12.1371685288369,16.5510739918323,20.4892527167409,24.521702625968,26.0217928464374,27.0534731198238,28.0845641983083,28.8351985034449
1,2,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
22,2,0,,,,249698835.173008,250545251.074679,244466205.030395,212224045.950738,167396193.995554,146771088.889292,104781991.705672,125221776.649399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0,,,,190389.863208238,197091.881012212,70482.0229923837,61684.4051398645,58249.5493106862,268.730917981588,268.730917981588,0.0,24.1080393000574,86.8779666883932,101.975496857013,112.384213995588,117.16670901505,124.1056573758,126.919063032807,129.826150679231
13,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2415094339623,86.8779666883932,101.975496857013,112.384213995588,117.16670901505,124.1056573758,126.919063032807,129.826150679231
13,2,0,,,,987165.880248495,861092.96834374,1827681.94808245,2796386.71842606,3071606.06589791,3312837.794074,3235510.89965214,505412.308419888,23.3059029696229,86.8779666883932,101.975496857013,112.384213995588,117.16670901505,124.1056573758,126.919063032807,129.826150679231
13,3,0,,,,471950.598669214,0.0,308290.547175348,311630.37994716,222341.300379956,85322.7234210337,107403.522317454,17905.2164312854,32.7896200185357,86.8779666883932,101.975496857013,112.384213995588,117.16670901505,124.1056573758,126.919063032807,129.826150679231
13,4,0,,,,8035037.0145081,7129057.79611107,7328282.57299932,7100329.72299174,4636287.6580171,4110184.56519111,2572247.28487012,790954.971792324,38.3946500286862,86.8779666883932,101.975496857013,112.384213995588,117.16670901505,124.1056573758,126.919063032807,129.826150679231
2,0,0,,,,6706152.09556566,13936802.3436361,13429319.4770377,14443443.1167877,19208570.310341,19737238.5511863,19584917.1889305,17289143.8384491,38.0,56.3081783934865,63.0597627754026,68.5923029050991,73.2811159351444,75.7192044395836,77.3129766494695,78.4383389122726
2,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.29,56.3081783934865,63.0597627754026,68.5923029050991,73.2811159351444,75.7192044395836,77.3129766494695,78.4383389122726
20,1,0,,,,2673000.0,3098700.0,5346000.0,7712100.0,15057900.0,12741300.0,11691900.0,10543500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0,,,,91879646.1038115,73969428.0382549,101205591.630207,107722229.610064,148608881.2714,153069664.836057,151250117.053453,123424489.795589,29.5,56.3081783934865,63.0597627754026,68.5923029050991,73.2811159351444,75.7192044395836,77.3129766494695,78.4383389122726
2,3,0,,,,25494984.9869448,22102503.8146216,23433783.7968554,11927007.5351568,9941925.83212986,53435115.6435488,55320585.4436868,38889687.3151911,42.2,56.3081783934865,63.0597627754026,68.5923029050991,73.2811159351444,75.7192044395836,77.3129766494695,78.4383389122726
2,4,0,,,,109190007.439397,124904448.591174,123003190.609459,121222677.481781,135012943.76576,165949662.541581,145277769.023693,142296187.693532,41.8222222222222,56.3081783934865,63.0597627754026,68.5923029050991,73.2811159351444,75.7192044395836,77.3129766494695,78.4383389122726
3,1,0,,,,23424740.0,20661040.0,15228940.0,8395930.0,0.0,0.0,0.0,0.0,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881
3,2,0,,,,92360843.1016297,32849068.8589401,0.0,0.0,0.0,0.0,0.0,0.0,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881
3,3,0,,,,423454524.124899,377547216.873395,367091902.003709,366963824.624427,361131045.876927,285197035.196936,270121017.991369,234500553.646011,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881
6,4,0,,,,5918513.10600001,5918513.106,5918513.106,5918513.106,5918513.106,5918513.106,5478976.164,5478976.16400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,0,,,,0.0,97521.4452214456,282812.191142191,663145.827505828,1297035.22144523,2252745.38461538,3296224.84848485,4183670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0,,,,628843.827358402,772052.391195341,759052.41226207,807503.742905182,800670.427429136,1025678.52763039,984358.562375325,840029.362836212,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,1,0,,,,1998518.7525,2139377.39139706,2305846.69191176,2421094.66919118,2421094.66919118,2433900.0,2433900.0,2433900.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,2,0,,,,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,10556220.495,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,3,0,,,,3883260.0,6599044.39679472,7516572.56507606,7824553.23503127,7891561.7323741,8000035.5462994,8205010.31593547,8291056.08653382,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,4,0,,,,2232417.0,2793429.31509464,2846947.3544832,2814200.6829786,2888075.53573965,3534344.2969541,3540621.77420915,3498475.98494887,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12,0,0,,,,15118028.9568622,16135879.3419408,17440415.6920882,17450514.3676318,17663854.2156857,17744118.7521424,17753828.588873,18105633.5930027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,0,,,,22014639.4543307,20462157.8225179,20661488.5880338,20871563.3111858,21031127.3184567,21260324.8422178,21343030.3308858,21376235.8195537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2,0,,,,3671569.77366174,3789155.36496366,3935407.22467116,4211793.82080224,4864968.1329341,5416598.10558957,6092904.98773243,6648233.50734648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3,0,,,,20884210.3518804,24078570.1393509,21330113.3384647,21346199.2116446,22154345.151799,24614999.4823282,27063811.4288559,29669421.6235633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4,0,,,,26833571.1150824,25931932.6896679,27362505.2475757,27963319.8484091,29242124.5377779,30273115.3488205,30845039.3000546,31318942.5527441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,,,,25481082.6304324,26647681.7439407,26647681.7439407,26656568.2813144,26837653.3313727,26899851.4583661,26899851.4583661,27212500.2096157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,0,,,,16595360.5456693,21078242.1774821,21265011.4119662,21371736.6888142,21558672.6815433,21745275.1577822,22038769.6691142,22332264.1804463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2,0,,,,18485224.2990091,18490505.8900617,18842460.3802838,19369695.7201118,20623650.9829662,21684746.4715858,22984949.2106793,23710260.3601822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3,0,,,,42151676.7465666,42151716.1418108,42151716.1418108,42151716.1418108,42708190.4051172,44194432.1395047,45766899.9778473,47366947.4463758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4,0,,,,20808303.0657505,21141349.2325959,21141349.2325959,21288050.4211163,21586895.9362821,21826664.4918907,21945992.407412,22017687.1771232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
18,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
18,2,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
