pp_id,pp,nd_id,fl_id,pt_id,set_def_pr,set_def_cain,set_def_ror,set_def_pp,set_def_st,set_def_hyrs,set_def_chp,set_def_add,set_def_rem,set_def_sll,set_def_curt,set_def_lin,set_def_scen,set_def_winsol,set_def_tr,set_def_peak
0,DE_HYD_RES,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0
1,AT_HYD_RES,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0
2,CH_HYD_RES,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0
3,IT_HYD_RES,4,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0
4,FR_HYD_RES,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0
5,DE_HYD_ROR,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0
6,AT_HYD_ROR,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0
7,IT_HYD_ROR,4,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0
8,CH_HYD_ROR,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0
9,FR_HYD_ROR,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0
10,AT_GAS_LIN,0,2,12,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
11,CH_GAS_LIN,1,2,12,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
12,DE_GAS_LIN,2,2,12,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
13,FR_GAS_LIN,3,2,12,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
14,IT_GAS_LIN,4,2,12,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
15,AT_GAS_NEW,0,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0
16,CH_GAS_NEW,1,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0
17,DE_GAS_NEW,2,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0
18,FR_GAS_NEW,3,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0
19,IT_GAS_NEW,4,2,13,0,0,0,1,0,0,1,0,0,0,0,0,0,,0,0
20,AT_HCO_LIN,0,0,10,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
21,DE_HCO_LIN,2,0,10,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
22,FR_HCO_LIN,3,0,10,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
23,IT_HCO_LIN,4,0,10,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
24,DE_LIG_LIN,2,1,11,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
25,DE_WIN_ONS,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
26,AT_WIN_ONS,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
27,IT_WIN_ONS,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
28,CH_WIN_ONS,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
29,FR_WIN_ONS,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
30,FR_WIN_OFF,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
31,DE_WIN_OFF,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
32,IT_WIN_OFF,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
33,DE_SOL_PHO,2,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
34,AT_SOL_PHO,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
35,IT_SOL_PHO,4,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
36,CH_SOL_PHO,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
37,FR_SOL_PHO,3,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
38,DE_NUC_ELC,2,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
39,CH_NUC_ELC,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
40,FR_NUC_ELC,3,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
41,IT_GEO_ELC,4,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
42,CH_GEO_ELC,1,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
43,AT_WAS_ELC,0,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
44,CH_WAS_ELC,1,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
45,DE_WAS_ELC,2,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
46,FR_WAS_ELC,3,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
47,IT_WAS_ELC,4,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
48,AT_BAL_ELC,0,15,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
49,CH_BAL_ELC,1,15,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
50,DE_BAL_ELC,2,15,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
51,FR_BAL_ELC,3,15,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
52,IT_BAL_ELC,4,15,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0
53,AT_OIL_LIN,0,13,14,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
54,CH_OIL_LIN,1,13,14,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
55,DE_OIL_LIN,2,13,14,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
56,FR_OIL_LIN,3,13,14,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
57,IT_OIL_LIN,4,13,14,0,0,0,1,0,0,1,0,0,0,0,1,0,,0,0
58,DE_HYD_STO,2,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0
59,AT_HYD_STO,0,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0
60,IT_HYD_STO,4,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0
61,CH_HYD_STO,1,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0
62,FR_HYD_STO,3,11,9,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0
63,AT_LOL_LIN,0,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
64,CH_LOL_LIN,1,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
65,DE_LOL_LIN,2,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
66,FR_LOL_LIN,3,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
67,IT_LOL_LIN,4,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1
68,AT_DMND_FLEX,0,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0
69,CH_DMND_FLEX,1,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0
70,DE_DMND_FLEX,2,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0
71,FR_DMND_FLEX,3,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0
72,IT_DMND_FLEX,4,23,16,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0
73,AT_STO_LI,0,19,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,DE_STO_LI,2,19,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,FR_STO_LI,3,19,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,IT_STO_LI,4,19,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,IND_RUR_PHO,5,8,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,IND_SUB_PHO,6,8,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
79,IND_URB_PHO,7,8,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,MFH_RUR_0_PHO,8,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,MFH_RUR_1_PHO,9,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,MFH_RUR_2_PHO,10,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,MFH_RUR_3_PHO,11,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,MFH_SUB_0_PHO,12,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,MFH_SUB_1_PHO,13,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,MFH_SUB_2_PHO,14,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,MFH_SUB_3_PHO,15,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88,MFH_URB_0_PHO,16,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,MFH_URB_1_PHO,17,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,MFH_URB_2_PHO,18,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,MFH_URB_3_PHO,19,8,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,OCO_RUR_PHO,20,8,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,OCO_SUB_PHO,21,8,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,OCO_URB_PHO,22,8,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,SFH_RUR_0_PHO,23,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,SFH_RUR_1_PHO,24,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,SFH_RUR_2_PHO,25,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,SFH_RUR_3_PHO,26,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,SFH_SUB_0_PHO,27,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,SFH_SUB_1_PHO,28,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,SFH_SUB_2_PHO,29,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,SFH_SUB_3_PHO,30,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,SFH_URB_0_PHO,31,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104,SFH_URB_1_PHO,32,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,SFH_URB_2_PHO,33,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,SFH_URB_3_PHO,34,8,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,IND_RUR_STO_LI,5,19,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
108,IND_SUB_STO_LI,6,19,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
109,IND_URB_STO_LI,7,19,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
110,MFH_RUR_0_STO_LI,8,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
111,MFH_RUR_1_STO_LI,9,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
112,MFH_RUR_2_STO_LI,10,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
113,MFH_RUR_3_STO_LI,11,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
114,MFH_SUB_0_STO_LI,12,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
115,MFH_SUB_1_STO_LI,13,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
116,MFH_SUB_2_STO_LI,14,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
117,MFH_SUB_3_STO_LI,15,19,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
