pf_id,pf,primary_nd
0,demand_EL_CH0,CH0
1,demand_EL_DE0,DE0
2,demand_EL_FR0,FR0
3,demand_EL_AT0,AT0
4,demand_EL_IT0,IT0
5,inflow_CH0,CH0
6,inflow_DE0,DE0
7,inflow_FR0,FR0
8,inflow_AT0,AT0
9,inflow_IT0,IT0
10,pricebuy_electricity_CH0,CH0
11,pricebuy_electricity_DE0,DE0
12,pricebuy_electricity_FR0,FR0
13,pricebuy_electricity_AT0,AT0
14,pricebuy_electricity_IT0,IT0
15,pricesll_electricity_CH0,CH0
16,pricesll_electricity_DE0,DE0
17,pricesll_electricity_FR0,FR0
18,pricesll_electricity_AT0,AT0
19,pricesll_electricity_IT0,IT0
20,chp_CH0,CH0
21,chp_DE0,DE0
22,chp_FR0,FR0
23,chp_AT0,AT0
24,chp_IT0,IT0
25,supply_DE_SOL_PHO,DE_SOL_PHO
26,supply_AT_SOL_PHO,AT_SOL_PHO
27,supply_CH_SOL_PHO,CH_SOL_PHO
28,supply_FR_SOL_PHO,FR_SOL_PHO
29,supply_IT_SOL_PHO,IT_SOL_PHO
30,supply_DE_WIN_ONS,DE_WIN_ONS
31,supply_AT_WIN_ONS,AT_WIN_ONS
32,supply_CH_WIN_ONS,CH_WIN_ONS
33,supply_FR_WIN_ONS,FR_WIN_ONS
34,supply_IT_WIN_ONS,IT_WIN_ONS
35,supply_DE_WIN_OFF,DE_WIN_OFF
36,supply_FR_WIN_OFF,FR_WIN_OFF
37,supply_IT_WIN_OFF,IT_WIN_OFF
38,supply_DE_BAL_ELC,DE_BAL_ELC
39,supply_AT_BAL_ELC,AT_BAL_ELC
40,supply_CH_BAL_ELC,CH_BAL_ELC
41,supply_FR_BAL_ELC,FR_BAL_ELC
42,supply_IT_BAL_ELC,IT_BAL_ELC
43,supply_avg_all_PHO,avg_all_PHO
44,demand_EL_IND_RUR,IND_RUR
45,demand_EL_IND_SUB,IND_SUB
46,demand_EL_IND_URB,IND_URB
47,demand_EL_MFH_RUR_0,MFH_RUR_0
48,demand_EL_MFH_RUR_1,MFH_RUR_1
49,demand_EL_MFH_RUR_2,MFH_RUR_2
50,demand_EL_MFH_RUR_3,MFH_RUR_3
51,demand_EL_MFH_SUB_0,MFH_SUB_0
52,demand_EL_MFH_SUB_1,MFH_SUB_1
53,demand_EL_MFH_SUB_2,MFH_SUB_2
54,demand_EL_MFH_SUB_3,MFH_SUB_3
55,demand_EL_MFH_URB_0,MFH_URB_0
56,demand_EL_MFH_URB_1,MFH_URB_1
57,demand_EL_MFH_URB_2,MFH_URB_2
58,demand_EL_MFH_URB_3,MFH_URB_3
59,demand_EL_OCO_RUR,OCO_RUR
60,demand_EL_OCO_SUB,OCO_SUB
61,demand_EL_OCO_URB,OCO_URB
62,demand_EL_SFH_RUR_0,SFH_RUR_0
63,demand_EL_SFH_RUR_1,SFH_RUR_1
64,demand_EL_SFH_RUR_2,SFH_RUR_2
65,demand_EL_SFH_RUR_3,SFH_RUR_3
66,demand_EL_SFH_SUB_0,SFH_SUB_0
67,demand_EL_SFH_SUB_1,SFH_SUB_1
68,demand_EL_SFH_SUB_2,SFH_SUB_2
69,demand_EL_SFH_SUB_3,SFH_SUB_3
70,demand_EL_SFH_URB_0,SFH_URB_0
71,demand_EL_SFH_URB_1,SFH_URB_1
72,demand_EL_SFH_URB_2,SFH_URB_2
73,demand_EL_SFH_URB_3,SFH_URB_3
74,demand_HT_AW_MFH_RUR_HT_0,MFH_RUR_HT_0
75,demand_HT_AW_MFH_RUR_HT_1,MFH_RUR_HT_1
76,demand_HT_AW_MFH_RUR_HT_2,MFH_RUR_HT_2
77,demand_HT_AW_MFH_RUR_HT_3,MFH_RUR_HT_3
78,demand_HT_AW_MFH_SUB_HT_0,MFH_SUB_HT_0
79,demand_HT_AW_MFH_SUB_HT_1,MFH_SUB_HT_1
80,demand_HT_AW_MFH_SUB_HT_2,MFH_SUB_HT_2
81,demand_HT_AW_MFH_SUB_HT_3,MFH_SUB_HT_3
82,demand_HT_AW_MFH_URB_HT_0,MFH_URB_HT_0
83,demand_HT_AW_MFH_URB_HT_1,MFH_URB_HT_1
84,demand_HT_AW_MFH_URB_HT_2,MFH_URB_HT_2
85,demand_HT_AW_MFH_URB_HT_3,MFH_URB_HT_3
86,demand_HT_AW_SFH_RUR_HT_0,SFH_RUR_HT_0
87,demand_HT_AW_SFH_RUR_HT_1,SFH_RUR_HT_1
88,demand_HT_AW_SFH_RUR_HT_2,SFH_RUR_HT_2
89,demand_HT_AW_SFH_RUR_HT_3,SFH_RUR_HT_3
90,demand_HT_AW_SFH_SUB_HT_0,SFH_SUB_HT_0
91,demand_HT_AW_SFH_SUB_HT_1,SFH_SUB_HT_1
92,demand_HT_AW_SFH_SUB_HT_2,SFH_SUB_HT_2
93,demand_HT_AW_SFH_SUB_HT_3,SFH_SUB_HT_3
94,demand_HT_AW_SFH_URB_HT_0,SFH_URB_HT_0
95,demand_HT_AW_SFH_URB_HT_1,SFH_URB_HT_1
96,demand_HT_AW_SFH_URB_HT_2,SFH_URB_HT_2
97,demand_HT_AW_SFH_URB_HT_3,SFH_URB_HT_3
98,demand_HT_WW_MFH_RUR_HT_0,MFH_RUR_HT_0
99,demand_HT_WW_MFH_RUR_HT_1,MFH_RUR_HT_1
100,demand_HT_WW_MFH_RUR_HT_2,MFH_RUR_HT_2
101,demand_HT_WW_MFH_RUR_HT_3,MFH_RUR_HT_3
102,demand_HT_WW_MFH_SUB_HT_0,MFH_SUB_HT_0
103,demand_HT_WW_MFH_SUB_HT_1,MFH_SUB_HT_1
104,demand_HT_WW_MFH_SUB_HT_2,MFH_SUB_HT_2
105,demand_HT_WW_MFH_SUB_HT_3,MFH_SUB_HT_3
106,demand_HT_WW_MFH_URB_HT_0,MFH_URB_HT_0
107,demand_HT_WW_MFH_URB_HT_1,MFH_URB_HT_1
108,demand_HT_WW_MFH_URB_HT_2,MFH_URB_HT_2
109,demand_HT_WW_MFH_URB_HT_3,MFH_URB_HT_3
110,demand_HT_WW_SFH_RUR_HT_0,SFH_RUR_HT_0
111,demand_HT_WW_SFH_RUR_HT_1,SFH_RUR_HT_1
112,demand_HT_WW_SFH_RUR_HT_2,SFH_RUR_HT_2
113,demand_HT_WW_SFH_RUR_HT_3,SFH_RUR_HT_3
114,demand_HT_WW_SFH_SUB_HT_0,SFH_SUB_HT_0
115,demand_HT_WW_SFH_SUB_HT_1,SFH_SUB_HT_1
116,demand_HT_WW_SFH_SUB_HT_2,SFH_SUB_HT_2
117,demand_HT_WW_SFH_SUB_HT_3,SFH_SUB_HT_3
118,demand_HT_WW_SFH_URB_HT_0,SFH_URB_HT_0
119,demand_HT_WW_SFH_URB_HT_1,SFH_URB_HT_1
120,demand_HT_WW_SFH_URB_HT_2,SFH_URB_HT_2
121,demand_HT_WW_SFH_URB_HT_3,SFH_URB_HT_3
122,demand_EL_MFH_RUR_HT_0,MFH_RUR_HT_0
123,demand_EL_MFH_RUR_HT_1,MFH_RUR_HT_1
124,demand_EL_MFH_RUR_HT_2,MFH_RUR_HT_2
125,demand_EL_MFH_RUR_HT_3,MFH_RUR_HT_3
126,demand_EL_MFH_SUB_HT_0,MFH_SUB_HT_0
127,demand_EL_MFH_SUB_HT_1,MFH_SUB_HT_1
128,demand_EL_MFH_SUB_HT_2,MFH_SUB_HT_2
129,demand_EL_MFH_SUB_HT_3,MFH_SUB_HT_3
130,demand_EL_MFH_URB_HT_0,MFH_URB_HT_0
131,demand_EL_MFH_URB_HT_1,MFH_URB_HT_1
132,demand_EL_MFH_URB_HT_2,MFH_URB_HT_2
133,demand_EL_MFH_URB_HT_3,MFH_URB_HT_3
134,demand_EL_SFH_RUR_HT_0,SFH_RUR_HT_0
135,demand_EL_SFH_RUR_HT_1,SFH_RUR_HT_1
136,demand_EL_SFH_RUR_HT_2,SFH_RUR_HT_2
137,demand_EL_SFH_RUR_HT_3,SFH_RUR_HT_3
138,demand_EL_SFH_SUB_HT_0,SFH_SUB_HT_0
139,demand_EL_SFH_SUB_HT_1,SFH_SUB_HT_1
140,demand_EL_SFH_SUB_HT_2,SFH_SUB_HT_2
141,demand_EL_SFH_SUB_HT_3,SFH_SUB_HT_3
142,demand_EL_SFH_URB_HT_0,SFH_URB_HT_0
143,demand_EL_SFH_URB_HT_1,SFH_URB_HT_1
144,demand_EL_SFH_URB_HT_2,SFH_URB_HT_2
145,demand_EL_SFH_URB_HT_3,SFH_URB_HT_3
146,cop_35_MFH_RUR_HT_0,MFH_RUR_HT_0
147,cop_35_MFH_RUR_HT_1,MFH_RUR_HT_1
148,cop_35_MFH_RUR_HT_2,MFH_RUR_HT_2
149,cop_35_MFH_RUR_HT_3,MFH_RUR_HT_3
150,cop_35_MFH_SUB_HT_0,MFH_SUB_HT_0
151,cop_35_MFH_SUB_HT_1,MFH_SUB_HT_1
152,cop_35_MFH_SUB_HT_2,MFH_SUB_HT_2
153,cop_35_MFH_SUB_HT_3,MFH_SUB_HT_3
154,cop_35_MFH_URB_HT_0,MFH_URB_HT_0
155,cop_35_MFH_URB_HT_1,MFH_URB_HT_1
156,cop_35_MFH_URB_HT_2,MFH_URB_HT_2
157,cop_35_MFH_URB_HT_3,MFH_URB_HT_3
158,cop_35_SFH_RUR_HT_0,SFH_RUR_HT_0
159,cop_35_SFH_RUR_HT_1,SFH_RUR_HT_1
160,cop_35_SFH_RUR_HT_2,SFH_RUR_HT_2
161,cop_35_SFH_RUR_HT_3,SFH_RUR_HT_3
162,cop_35_SFH_SUB_HT_0,SFH_SUB_HT_0
163,cop_35_SFH_SUB_HT_1,SFH_SUB_HT_1
164,cop_35_SFH_SUB_HT_2,SFH_SUB_HT_2
165,cop_35_SFH_SUB_HT_3,SFH_SUB_HT_3
166,cop_35_SFH_URB_HT_0,SFH_URB_HT_0
167,cop_35_SFH_URB_HT_1,SFH_URB_HT_1
168,cop_35_SFH_URB_HT_2,SFH_URB_HT_2
169,cop_35_SFH_URB_HT_3,SFH_URB_HT_3
170,cop_60_MFH_RUR_HT_0,MFH_RUR_HT_0
171,cop_60_MFH_RUR_HT_1,MFH_RUR_HT_1
172,cop_60_MFH_RUR_HT_2,MFH_RUR_HT_2
173,cop_60_MFH_RUR_HT_3,MFH_RUR_HT_3
174,cop_60_MFH_SUB_HT_0,MFH_SUB_HT_0
175,cop_60_MFH_SUB_HT_1,MFH_SUB_HT_1
176,cop_60_MFH_SUB_HT_2,MFH_SUB_HT_2
177,cop_60_MFH_SUB_HT_3,MFH_SUB_HT_3
178,cop_60_MFH_URB_HT_0,MFH_URB_HT_0
179,cop_60_MFH_URB_HT_1,MFH_URB_HT_1
180,cop_60_MFH_URB_HT_2,MFH_URB_HT_2
181,cop_60_MFH_URB_HT_3,MFH_URB_HT_3
182,cop_60_SFH_RUR_HT_0,SFH_RUR_HT_0
183,cop_60_SFH_RUR_HT_1,SFH_RUR_HT_1
184,cop_60_SFH_RUR_HT_2,SFH_RUR_HT_2
185,cop_60_SFH_RUR_HT_3,SFH_RUR_HT_3
186,cop_60_SFH_SUB_HT_0,SFH_SUB_HT_0
187,cop_60_SFH_SUB_HT_1,SFH_SUB_HT_1
188,cop_60_SFH_SUB_HT_2,SFH_SUB_HT_2
189,cop_60_SFH_SUB_HT_3,SFH_SUB_HT_3
190,cop_60_SFH_URB_HT_0,SFH_URB_HT_0
191,cop_60_SFH_URB_HT_1,SFH_URB_HT_1
192,cop_60_SFH_URB_HT_2,SFH_URB_HT_2
193,cop_60_SFH_URB_HT_3,SFH_URB_HT_3
194,demand_DHW_MFH_RUR_0,MFH_RUR_0
195,demand_DHW_MFH_RUR_1,MFH_RUR_1
196,demand_DHW_MFH_RUR_2,MFH_RUR_2
197,demand_DHW_MFH_RUR_3,MFH_RUR_3
198,demand_DHW_MFH_SUB_0,MFH_SUB_0
199,demand_DHW_MFH_SUB_1,MFH_SUB_1
200,demand_DHW_MFH_SUB_2,MFH_SUB_2
201,demand_DHW_MFH_SUB_3,MFH_SUB_3
202,demand_DHW_MFH_URB_0,MFH_URB_0
203,demand_DHW_MFH_URB_1,MFH_URB_1
204,demand_DHW_MFH_URB_2,MFH_URB_2
205,demand_DHW_MFH_URB_3,MFH_URB_3
206,demand_DHW_SFH_RUR_0,SFH_RUR_0
207,demand_DHW_SFH_RUR_1,SFH_RUR_1
208,demand_DHW_SFH_RUR_2,SFH_RUR_2
209,demand_DHW_SFH_RUR_3,SFH_RUR_3
210,demand_DHW_SFH_SUB_0,SFH_SUB_0
211,demand_DHW_SFH_SUB_1,SFH_SUB_1
212,demand_DHW_SFH_SUB_2,SFH_SUB_2
213,demand_DHW_SFH_SUB_3,SFH_SUB_3
214,demand_DHW_SFH_URB_0,SFH_URB_0
215,demand_DHW_SFH_URB_1,SFH_URB_1
216,demand_DHW_SFH_URB_2,SFH_URB_2
217,demand_DHW_SFH_URB_3,SFH_URB_3
218,demand_DHW_AW_MFH_RUR_HT_0,MFH_RUR_HT_0
219,demand_DHW_AW_MFH_RUR_HT_1,MFH_RUR_HT_1
220,demand_DHW_AW_MFH_RUR_HT_2,MFH_RUR_HT_2
221,demand_DHW_AW_MFH_RUR_HT_3,MFH_RUR_HT_3
222,demand_DHW_AW_MFH_SUB_HT_0,MFH_SUB_HT_0
223,demand_DHW_AW_MFH_SUB_HT_1,MFH_SUB_HT_1
224,demand_DHW_AW_MFH_SUB_HT_2,MFH_SUB_HT_2
225,demand_DHW_AW_MFH_SUB_HT_3,MFH_SUB_HT_3
226,demand_DHW_AW_MFH_URB_HT_0,MFH_URB_HT_0
227,demand_DHW_AW_MFH_URB_HT_1,MFH_URB_HT_1
228,demand_DHW_AW_MFH_URB_HT_2,MFH_URB_HT_2
229,demand_DHW_AW_MFH_URB_HT_3,MFH_URB_HT_3
230,demand_DHW_AW_SFH_RUR_HT_0,SFH_RUR_HT_0
231,demand_DHW_AW_SFH_RUR_HT_1,SFH_RUR_HT_1
232,demand_DHW_AW_SFH_RUR_HT_2,SFH_RUR_HT_2
233,demand_DHW_AW_SFH_RUR_HT_3,SFH_RUR_HT_3
234,demand_DHW_AW_SFH_SUB_HT_0,SFH_SUB_HT_0
235,demand_DHW_AW_SFH_SUB_HT_1,SFH_SUB_HT_1
236,demand_DHW_AW_SFH_SUB_HT_2,SFH_SUB_HT_2
237,demand_DHW_AW_SFH_SUB_HT_3,SFH_SUB_HT_3
238,demand_DHW_AW_SFH_URB_HT_0,SFH_URB_HT_0
239,demand_DHW_AW_SFH_URB_HT_1,SFH_URB_HT_1
240,demand_DHW_AW_SFH_URB_HT_2,SFH_URB_HT_2
241,demand_DHW_AW_SFH_URB_HT_3,SFH_URB_HT_3
242,demand_DHW_WW_MFH_RUR_HT_0,MFH_RUR_HT_0
243,demand_DHW_WW_MFH_RUR_HT_1,MFH_RUR_HT_1
244,demand_DHW_WW_MFH_RUR_HT_2,MFH_RUR_HT_2
245,demand_DHW_WW_MFH_RUR_HT_3,MFH_RUR_HT_3
246,demand_DHW_WW_MFH_SUB_HT_0,MFH_SUB_HT_0
247,demand_DHW_WW_MFH_SUB_HT_1,MFH_SUB_HT_1
248,demand_DHW_WW_MFH_SUB_HT_2,MFH_SUB_HT_2
249,demand_DHW_WW_MFH_SUB_HT_3,MFH_SUB_HT_3
250,demand_DHW_WW_MFH_URB_HT_0,MFH_URB_HT_0
251,demand_DHW_WW_MFH_URB_HT_1,MFH_URB_HT_1
252,demand_DHW_WW_MFH_URB_HT_2,MFH_URB_HT_2
253,demand_DHW_WW_MFH_URB_HT_3,MFH_URB_HT_3
254,demand_DHW_WW_SFH_RUR_HT_0,SFH_RUR_HT_0
255,demand_DHW_WW_SFH_RUR_HT_1,SFH_RUR_HT_1
256,demand_DHW_WW_SFH_RUR_HT_2,SFH_RUR_HT_2
257,demand_DHW_WW_SFH_RUR_HT_3,SFH_RUR_HT_3
258,demand_DHW_WW_SFH_SUB_HT_0,SFH_SUB_HT_0
259,demand_DHW_WW_SFH_SUB_HT_1,SFH_SUB_HT_1
260,demand_DHW_WW_SFH_SUB_HT_2,SFH_SUB_HT_2
261,demand_DHW_WW_SFH_SUB_HT_3,SFH_SUB_HT_3
262,demand_DHW_WW_SFH_URB_HT_0,SFH_URB_HT_0
263,demand_DHW_WW_SFH_URB_HT_1,SFH_URB_HT_1
264,demand_DHW_WW_SFH_URB_HT_2,SFH_URB_HT_2
265,demand_DHW_WW_SFH_URB_HT_3,SFH_URB_HT_3
266,demand_EL_MFH_RUR_0_diff_2035_2015,MFH_RUR_0
267,demand_EL_MFH_RUR_1_diff_2035_2015,MFH_RUR_1
268,demand_EL_MFH_RUR_2_diff_2035_2015,MFH_RUR_2
269,demand_EL_MFH_RUR_3_diff_2035_2015,MFH_RUR_3
270,demand_EL_MFH_SUB_0_diff_2035_2015,MFH_SUB_0
271,demand_EL_MFH_SUB_1_diff_2035_2015,MFH_SUB_1
272,demand_EL_MFH_SUB_2_diff_2035_2015,MFH_SUB_2
273,demand_EL_MFH_SUB_3_diff_2035_2015,MFH_SUB_3
274,demand_EL_MFH_URB_0_diff_2035_2015,MFH_URB_0
275,demand_EL_MFH_URB_1_diff_2035_2015,MFH_URB_1
276,demand_EL_MFH_URB_2_diff_2035_2015,MFH_URB_2
277,demand_EL_MFH_URB_3_diff_2035_2015,MFH_URB_3
278,demand_EL_SFH_RUR_0_diff_2035_2015,SFH_RUR_0
279,demand_EL_SFH_RUR_1_diff_2035_2015,SFH_RUR_1
280,demand_EL_SFH_RUR_2_diff_2035_2015,SFH_RUR_2
281,demand_EL_SFH_RUR_3_diff_2035_2015,SFH_RUR_3
282,demand_EL_SFH_SUB_0_diff_2035_2015,SFH_SUB_0
283,demand_EL_SFH_SUB_1_diff_2035_2015,SFH_SUB_1
284,demand_EL_SFH_SUB_2_diff_2035_2015,SFH_SUB_2
285,demand_EL_SFH_SUB_3_diff_2035_2015,SFH_SUB_3
286,demand_EL_SFH_URB_0_diff_2035_2015,SFH_URB_0
287,demand_EL_SFH_URB_1_diff_2035_2015,SFH_URB_1
288,demand_EL_SFH_URB_2_diff_2035_2015,SFH_URB_2
289,demand_EL_SFH_URB_3_diff_2035_2015,SFH_URB_3
290,demand_EL_MFH_RUR_0_diff_2050_2015,MFH_RUR_0
291,demand_EL_MFH_RUR_1_diff_2050_2015,MFH_RUR_1
292,demand_EL_MFH_RUR_2_diff_2050_2015,MFH_RUR_2
293,demand_EL_MFH_RUR_3_diff_2050_2015,MFH_RUR_3
294,demand_EL_MFH_SUB_0_diff_2050_2015,MFH_SUB_0
295,demand_EL_MFH_SUB_1_diff_2050_2015,MFH_SUB_1
296,demand_EL_MFH_SUB_2_diff_2050_2015,MFH_SUB_2
297,demand_EL_MFH_SUB_3_diff_2050_2015,MFH_SUB_3
298,demand_EL_MFH_URB_0_diff_2050_2015,MFH_URB_0
299,demand_EL_MFH_URB_1_diff_2050_2015,MFH_URB_1
300,demand_EL_MFH_URB_2_diff_2050_2015,MFH_URB_2
301,demand_EL_MFH_URB_3_diff_2050_2015,MFH_URB_3
302,demand_EL_SFH_RUR_0_diff_2050_2015,SFH_RUR_0
303,demand_EL_SFH_RUR_1_diff_2050_2015,SFH_RUR_1
